customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5855,Patricia Jackson,xo7p6x4n@outlook.com,Japan,2021-11-01,Standard,16898.26
5856,Emily Collins,2dbbf9nl@mail.com,UK,2021-05-15,Standard,48848.85
5857,Kimberly Perez,fljm3ka9@example.com,China,2021-12-15,Basic,41901.63
5858,Barbara Thomas,j2x0gd2r@mail.com,Brazil,2021-11-05,Standard,42158.34
5859,James Hernandez,stwqhvfo@gmail.com,Sweden,2020-09-15,Premium,25525.49
5860,Betty Lee,21xo488m@email.com,Italy,2020-07-09,Basic,48627.88
5861,Kimberly Lee,etr8s7g6@yahoo.com,South Korea,2024-01-15,Premium,39504.11
5862,Betty Taylor,nc5a9skq@yahoo.com,France,2021-01-11,Standard,5826.67
5863,Steven Hernandez,hbv9myjc@outlook.com,Sweden,2023-04-23,Premium,37420.81
5864,Charles Jones,0d1bqyxg@example.com,Australia,2020-11-21,Standard,28033.15
5865,Robert Harris,k0u34h4g@gmail.com,Norway,2024-08-09,Basic,614.61
5866,Susan Moore,pghuoy7o@mail.com,China,2023-10-15,Basic,21266.32
5867,David Johnson,e9n611mb@gmail.com,Japan,2023-02-01,Basic,29974.63
5868,Jennifer Wilson,umyl7m56@yahoo.com,South Korea,2024-11-01,Basic,9888.16
5869,Joseph Jones,ui0bxxow@test.com,Switzerland,2022-06-24,Basic,2651.79
5870,Susan Lopez,z6evgba5@mail.com,South Korea,2023-06-08,Standard,34918.26
5871,Kimberly Martinez,37l9thn4@mail.com,China,2021-05-03,Standard,16900.06
5872,Susan Smith,fzdkubkh@example.com,Germany,2022-11-17,Premium,9251.03
5873,Ashley White,hivep14q@company.com,Brazil,2022-12-03,Standard,42806.49
5874,Donna Gonzalez,x4urjh2o@test.com,Norway,2023-04-28,Standard,47546.23
5875,Patricia Hernandez,gpa0kgit@gmail.com,USA,2022-08-14,Standard,2521.05
5876,Sarah Martin,inu4w6x2@gmail.com,Japan,2022-04-11,Premium,44745.69
5877,Michael Hernandez,v81ns0he@yahoo.com,South Korea,2024-02-29,Premium,47044.36
5878,Karen Williams,nn2xi08r@email.com,Italy,2024-07-08,Premium,47966.57
5879,Mark Perez,vz7s8dos@test.com,China,2022-01-06,Premium,17347.59
5880,Emily Martin,q8hmt1qe@email.com,Netherlands,2023-04-04,Standard,42546.3
5881,Jessica Hernandez,77u8xhfm@mail.com,Switzerland,2023-09-22,Standard,38050.3
5882,Andrew Thomas,3v6lgbk2@gmail.com,Germany,2024-01-06,Premium,35769.56
5883,Kimberly Thompson,b68jfjxe@test.com,Norway,2022-09-17,Basic,16324.88
5884,Barbara Collins,590yup1e@yahoo.com,South Korea,2023-04-14,Standard,27890.1
5885,James Williams,nxulacd9@company.com,France,2022-01-07,Basic,9315.0
5886,Karen Smith,lcwsevwn@mail.com,France,2020-08-08,Standard,45644.1
5887,Barbara Roberts,brmwv684@email.com,South Korea,2021-09-28,Basic,1981.6
5888,Mark Brown,b8zf234n@test.com,France,2023-12-31,Basic,7923.27
5889,Daniel Lee,wdeqmbko@gmail.com,China,2024-04-07,Basic,27315.38
5890,Lisa Smith,vkznugq7@test.com,Netherlands,2022-10-01,Premium,45971.5
5891,Lisa Martin,76bynwrx@company.com,China,2021-06-06,Standard,43821.22
5892,Jennifer White,5x1bcozr@example.com,Mexico,2020-08-06,Standard,27793.95
5893,Charles Miller,5bickt5g@outlook.com,Switzerland,2021-07-11,Basic,45241.62
5894,Jessica Hernandez,fzkv5aa7@gmail.com,Netherlands,2021-09-17,Standard,26552.67
5895,Patricia Jones,w6pqzsgt@outlook.com,India,2020-02-29,Basic,30582.05
5896,Nancy Brown,jycm8754@yahoo.com,Japan,2021-01-19,Premium,38975.89
5897,Karen Lee,bgst6xy9@company.com,Netherlands,2021-10-18,Basic,17162.83
5898,Paul Gonzalez,m7da11jj@email.com,USA,2020-02-12,Standard,49602.78
5899,Susan Lopez,u795qkto@test.com,Mexico,2020-11-27,Premium,466.22
5900,Emily Roberts,hqi568hj@outlook.com,Netherlands,2020-04-16,Basic,31520.74
5901,Christopher Lopez,rhqd8lzf@email.com,India,2022-07-10,Basic,11021.69
5902,Mark Davis,9y8cq1f6@gmail.com,Brazil,2020-03-22,Standard,36171.87
5903,John Lopez,pjo0n2dc@company.com,Canada,2020-08-09,Premium,40772.97
5904,Susan Gonzalez,mq9iuqni@test.com,Brazil,2021-01-04,Premium,12277.93
5905,Betty Perez,1xwxbnzb@example.com,Spain,2023-07-31,Standard,15271.53
5906,Sandra Lopez,y81hr62w@mail.com,South Korea,2023-10-30,Basic,17617.44
5907,Michael Rodriguez,x7rb0mdd@example.com,Sweden,2021-06-08,Premium,47848.35
5908,Donald Gonzalez,c3gy51wt@mail.com,Switzerland,2022-08-12,Basic,33645.61
5909,Mary Garcia,wqm1wt4a@gmail.com,Mexico,2020-08-20,Premium,26872.34
5910,Lisa Edwards,bgmuvzbf@gmail.com,Netherlands,2023-03-25,Premium,34256.45
5911,Paul Reeves,r6vtb9ko@company.com,Switzerland,2023-07-17,Basic,42319.34
5912,Mark Garcia,0tcu1pin@yahoo.com,South Korea,2020-04-15,Premium,7785.93
5913,Mark Thompson,jf2r6xzp@yahoo.com,Canada,2024-04-05,Standard,34786.41
5914,Jennifer Harris,x1gzdczt@gmail.com,Sweden,2021-05-24,Premium,31127.25
5915,Joseph Miller,7pg5fabz@test.com,Japan,2024-07-16,Premium,18178.89
5916,William Martinez,y8ihi5o6@test.com,South Korea,2020-11-28,Basic,48438.81
5917,Emily Smith,y1vu2ae3@company.com,USA,2023-02-23,Basic,14825.35
5918,Mark Thompson,zafmrv77@test.com,Switzerland,2023-01-21,Premium,49753.11
5919,Linda Wilson,kb8k4gsu@email.com,India,2021-01-28,Basic,19790.99
5920,Steven Reeves,95hqzqq2@test.com,Spain,2020-08-06,Basic,43295.89
5921,William Edwards,1ciu1qf5@company.com,Australia,2024-02-15,Premium,8037.66
5922,Richard Brown,lk6xiox1@outlook.com,Australia,2022-04-22,Basic,5221.3
5923,Steven Gonzalez,5o8a29lz@company.com,Japan,2023-04-21,Standard,22970.41
5924,Charles Moore,x2q64r0u@company.com,Sweden,2022-01-12,Basic,21359.1
5925,Donna Davis,20vsvbcl@email.com,China,2020-04-30,Premium,10840.69
5926,Matthew Lee,nf81ybm6@mail.com,India,2020-07-04,Standard,37697.18
5927,Betty Anderson,exfd90l4@gmail.com,India,2020-10-12,Standard,22442.46
5928,Donald Jackson,qt2crq51@yahoo.com,China,2023-01-28,Premium,7879.87
5929,Kimberly Reeves,9v5pl4y4@email.com,India,2020-05-09,Standard,22679.54
5930,David Perez,ajy401mn@email.com,Spain,2023-04-29,Standard,12488.14
5931,Daniel Martin,pbxnmyns@yahoo.com,Canada,2020-08-11,Basic,5486.64
5932,Patricia Perez,8teddrjx@email.com,Canada,2022-03-22,Standard,17918.41
5933,Charles Anderson,ynrxgq3m@test.com,UK,2021-05-11,Premium,32596.36
5934,Susan Perez,sm9x5anq@yahoo.com,Sweden,2020-10-19,Basic,28180.49
5935,Jessica Johnson,lktuqg0b@email.com,India,2023-10-19,Standard,27354.4
5936,Kimberly Perez,bdljeu9f@mail.com,South Korea,2022-05-08,Basic,26900.11
5937,Susan Thompson,rb5r0wiq@gmail.com,Switzerland,2021-03-06,Standard,28018.29
5938,Donald Thomas,ll7uacyr@example.com,Netherlands,2021-12-08,Standard,39818.61
5939,Barbara Thomas,5zngco4c@example.com,China,2024-09-19,Standard,27015.72
5940,Margaret Wilson,05ddqqoi@outlook.com,Japan,2022-11-11,Premium,45251.22
5941,Paul Perez,74h5bzf0@mail.com,Switzerland,2021-11-19,Premium,9150.24
5942,Susan Hernandez,lte58zub@yahoo.com,UK,2022-09-27,Basic,19212.65
5943,Betty Jones,4mc5mwc7@company.com,Norway,2022-05-31,Standard,28059.62
5944,Patricia Harris,cmoehqyl@outlook.com,USA,2024-01-12,Standard,40622.74
5945,Margaret Miller,lld56e4v@outlook.com,Canada,2022-07-29,Standard,2021.62
5946,Kimberly Thomas,689qghxp@test.com,Spain,2024-09-14,Premium,29439.52
5947,John Smith,ef93t3m8@email.com,Italy,2021-04-08,Basic,30717.49
5948,Kimberly Martin,gp4rr3g6@gmail.com,Norway,2022-09-20,Premium,10336.64
5949,Joseph Moore,wzvycuys@mail.com,Brazil,2023-02-21,Basic,31108.03
5950,Linda Lee,hloomfsq@mail.com,Italy,2024-01-11,Premium,30636.35
5951,Margaret Moore,ucbf8oxv@outlook.com,Netherlands,2023-11-17,Standard,37484.72
5952,Mark Thompson,dp6to2w9@test.com,Netherlands,2021-11-21,Standard,46884.16
5953,Lisa Lopez,mb2w17jh@outlook.com,Norway,2023-05-09,Basic,16324.25
5954,Christopher Martinez,5r3tvag8@email.com,Sweden,2023-03-07,Basic,47183.3
5955,Barbara White,dzl5l3v7@outlook.com,Brazil,2022-06-16,Basic,27102.06
5956,John Roberts,z33vxe66@gmail.com,Sweden,2020-01-12,Premium,45399.15
5957,Robert Davis,y9a6jdp0@gmail.com,Mexico,2020-04-18,Premium,3777.38
5958,Emily Johnson,qwv2ykxk@test.com,Japan,2022-02-21,Premium,48985.3
5959,Margaret Perez,wkritido@example.com,Japan,2021-11-17,Basic,18273.03
5960,Nancy Perez,qobrblp7@test.com,USA,2020-08-11,Premium,24588.54
5961,Sandra Brown,cmsqclb5@example.com,UK,2022-01-28,Premium,10618.12
5962,Betty Garcia,yl1ftygr@company.com,Italy,2023-05-02,Premium,39688.58
5963,Patricia Smith,01dds123@test.com,France,2024-10-20,Premium,13087.55
5964,Charles Gonzalez,0r7wun1t@gmail.com,Norway,2024-09-06,Premium,49651.29
5965,Margaret Roberts,7d2jigco@gmail.com,Japan,2023-03-29,Basic,47948.0
5966,Donna Lee,8r3xe7v7@test.com,Netherlands,2020-01-18,Standard,14983.39
5967,Karen Davis,8yjr06f3@test.com,Spain,2023-02-12,Basic,5852.52
5968,Betty Lopez,aozxywak@email.com,China,2024-04-14,Premium,26196.34
5969,Lisa Jackson,3fm7yg19@gmail.com,USA,2021-08-16,Premium,33198.43
5970,Matthew Moore,93iwug6r@gmail.com,Switzerland,2022-10-09,Premium,7869.41
5971,Charles Jones,7kohgqtz@company.com,India,2024-06-19,Basic,11033.58
5972,Daniel Smith,pxtnzfm8@company.com,France,2024-05-01,Standard,28298.21
5973,Paul Thomas,p91bzujw@yahoo.com,South Korea,2021-08-25,Standard,33295.33
5974,Sarah Edwards,za1xc5n0@mail.com,UK,2022-06-22,Standard,47218.81
5975,Steven Edwards,snxin6y8@test.com,Australia,2022-02-22,Premium,19746.51
5976,Patricia Collins,vdwp1i1f@example.com,Netherlands,2022-12-09,Standard,10704.7
5977,Mark Johnson,ew25e110@test.com,Sweden,2020-04-13,Premium,12508.54
5978,David Davis,dl7tj2c8@test.com,Canada,2021-10-21,Basic,39569.64
5979,Jessica Collins,7rdk5bbw@test.com,Germany,2021-07-01,Standard,3245.67
5980,Jennifer Lee,ciuza523@yahoo.com,Canada,2022-01-26,Premium,39314.65
5981,John Thompson,t20pvyep@email.com,Japan,2021-04-30,Basic,7476.62
5982,Jessica Jones,kj6ffz5u@mail.com,UK,2022-02-06,Premium,27363.66
5983,William Johnson,2gbrgzao@mail.com,Japan,2024-02-21,Premium,6248.57
5984,William Davis,x1w7pk1w@yahoo.com,Japan,2020-12-19,Premium,25446.13
5985,David Garcia,b2iaa5i7@gmail.com,Japan,2022-06-19,Basic,7059.3
5986,Steven Thomas,h0q8hwpl@email.com,Switzerland,2024-02-27,Basic,33608.12
5987,Donna Taylor,i40dvq7q@email.com,Australia,2020-01-29,Standard,8370.89
5988,Jessica Thompson,qfl3je2h@email.com,Australia,2020-03-08,Basic,39060.35
5989,Robert Perez,lvjwud6k@email.com,Norway,2022-07-30,Premium,47696.25
5990,Andrew Roberts,8zknsy60@example.com,China,2023-06-22,Basic,9963.18
5991,Jennifer Martin,nqlbh197@example.com,Sweden,2024-05-05,Basic,25748.25
5992,Betty Gonzalez,gwr0o9ty@gmail.com,UK,2023-04-14,Standard,45591.2
5993,Susan Miller,de8dx66i@company.com,USA,2021-07-14,Standard,13613.72
5994,Christopher Smith,4514408l@email.com,Australia,2024-06-28,Standard,43032.56
5995,Matthew Wilson,dhgmbu27@example.com,Spain,2023-04-01,Standard,29609.36
5996,Betty Thomas,rvryzng3@email.com,Brazil,2020-08-19,Standard,34656.82
5997,Richard Martinez,03dcuvaj@yahoo.com,Italy,2022-04-25,Standard,43536.06
5998,Robert Wilson,npagbdqn@example.com,Japan,2022-07-03,Standard,11148.81
5999,Patricia Jones,cbbi0tvi@gmail.com,Australia,2020-08-23,Premium,41954.94
6000,Daniel Lopez,mu6h20fe@email.com,India,2020-03-28,Basic,44639.39
6001,Mary Jones,r3z3yp7k@gmail.com,Japan,2021-10-29,Standard,40382.22
6002,Donna Rodriguez,rjhcakzz@yahoo.com,India,2022-11-07,Premium,37159.28
6003,Nancy Davis,3l80z1nr@company.com,Japan,2024-05-07,Premium,1565.15
6004,Mark Taylor,wdq6lpwl@outlook.com,USA,2022-02-03,Standard,1970.13
6005,Paul Miller,1m0p7t5m@yahoo.com,Italy,2024-04-30,Basic,43633.2
6006,Michael Martinez,ybru854k@example.com,Brazil,2024-08-25,Basic,22097.58
6007,Donna Edwards,5p5aknjj@mail.com,Spain,2020-06-16,Premium,45691.5
6008,Paul Perez,pshgy9xj@outlook.com,Spain,2024-08-08,Standard,33135.95
6009,Robert Hernandez,wr92n94f@example.com,South Korea,2020-08-13,Premium,26084.27
6010,Nancy Garcia,a2er8yz7@email.com,Germany,2022-09-17,Basic,16828.56
6011,Barbara Jackson,me4kvfqz@outlook.com,Canada,2022-11-29,Premium,21208.2
6012,Mary Thomas,m460qxcd@gmail.com,Mexico,2023-12-27,Premium,14468.85
6013,James Thompson,gbptqe2p@mail.com,Sweden,2021-07-21,Basic,28122.69
6014,Matthew Harris,m9wscb5v@yahoo.com,Italy,2022-11-15,Basic,20148.04
6015,Betty Lopez,gdi8spo3@gmail.com,Italy,2024-09-14,Basic,16456.02
6016,James Collins,kj6txdcx@outlook.com,Canada,2020-01-03,Premium,15644.02
6017,Richard Jones,wxw6hvzb@example.com,Spain,2020-08-19,Premium,18456.22
6018,Margaret Williams,85bejbjv@example.com,China,2023-11-08,Premium,5377.95
6019,Kimberly Roberts,4xlfet3k@mail.com,Germany,2022-07-30,Standard,49570.75
6020,Matthew Martin,y338m138@outlook.com,India,2024-10-30,Standard,34773.34
6021,Mark Lopez,uqg3g1tp@yahoo.com,Sweden,2022-07-25,Standard,8424.73
6022,Donna White,5geb6elm@outlook.com,China,2024-08-13,Basic,11398.69
6023,Sandra Edwards,qbit6kxp@gmail.com,Sweden,2022-04-15,Premium,44117.36
6024,Donald Perez,xlck2op4@outlook.com,India,2024-12-31,Premium,42505.05
6025,Lisa Gonzalez,xu8nihju@email.com,Germany,2020-08-20,Basic,25591.94
6026,Linda Hernandez,n6zg8kpx@mail.com,Italy,2022-12-05,Standard,23264.66
6027,Jessica Gonzalez,9ug0pc7h@test.com,Australia,2024-04-05,Premium,41908.88
6028,Paul Martin,p0aj77c6@test.com,Germany,2022-12-07,Basic,14339.9
6029,Linda Smith,9qzjwmjm@gmail.com,Germany,2024-10-25,Premium,46744.63
6030,Michael Taylor,pftlo5wx@gmail.com,Brazil,2024-05-06,Basic,11912.66
6031,James Lopez,yjl86fz4@example.com,USA,2022-08-30,Premium,35146.25
6032,Robert Moore,syx0g87l@example.com,Switzerland,2023-08-06,Standard,38034.41
6033,Sarah Taylor,vwbw5rzz@email.com,India,2021-08-21,Standard,22102.59
6034,Donald Martin,cxxu5wzu@yahoo.com,South Korea,2024-04-17,Basic,31961.79
6035,Matthew Taylor,rdo89law@mail.com,Sweden,2023-08-09,Standard,2079.01
6036,Karen Martinez,9ucu0zje@test.com,Netherlands,2021-08-23,Basic,17987.48
6037,Joseph Hernandez,jvyl4zls@yahoo.com,Spain,2021-10-27,Standard,5619.34
6038,Susan Edwards,x2javhxq@mail.com,Norway,2023-07-10,Standard,46844.03
6039,Patricia Gonzalez,ypjbqslf@test.com,Spain,2024-11-02,Standard,8260.22
6040,William Moore,kcq4l3ku@yahoo.com,Mexico,2022-05-08,Standard,5330.05
6041,Sarah Lee,j1kgcvkd@gmail.com,Netherlands,2020-04-04,Standard,5481.46
6042,Robert Brown,w1xhvnwy@yahoo.com,Norway,2021-04-11,Premium,11616.45
6043,Paul Wilson,gue4wv1f@company.com,Canada,2024-08-07,Premium,40931.26
6044,Paul Edwards,e4whch29@yahoo.com,UK,2020-05-01,Basic,2681.98
6045,Susan Brown,4vdi48m0@company.com,Germany,2023-08-04,Premium,1047.78
6046,Betty Moore,z95cte65@example.com,Canada,2024-03-11,Basic,17906.95
6047,Mark Smith,hjcwlcks@gmail.com,Switzerland,2024-12-17,Standard,18018.01
6048,Karen Martin,2lw1xyln@company.com,Japan,2021-10-09,Premium,20095.9
6049,Margaret Lopez,afzdy5dd@email.com,France,2023-02-25,Basic,14966.95
6050,Andrew Davis,n81hck19@gmail.com,Sweden,2020-07-19,Premium,48254.97
6051,Margaret Brown,ixhwoc06@gmail.com,France,2020-03-28,Standard,30690.37
6052,John Edwards,khvltat5@yahoo.com,Switzerland,2021-06-25,Standard,3629.92
6053,Jennifer Anderson,bqz69zt9@company.com,Australia,2022-04-10,Standard,7902.27
6054,Paul Williams,vvsgs1gw@test.com,South Korea,2024-04-08,Standard,3202.88
6055,Sandra Smith,fchmeqvc@company.com,Japan,2024-06-20,Standard,15931.84
6056,David Martinez,wtemhhln@example.com,France,2021-12-13,Basic,33808.63
6057,Betty Gonzalez,vdhf0xdk@test.com,India,2024-07-30,Basic,3639.95
6058,Andrew Hernandez,96e9ss7d@yahoo.com,South Korea,2021-02-03,Standard,24784.42
6059,Linda Edwards,o2neiwse@example.com,South Korea,2024-07-10,Premium,49507.42
6060,Steven White,o0drakcd@gmail.com,China,2023-10-07,Basic,25169.89
6061,James White,lr668so4@gmail.com,Switzerland,2023-06-21,Standard,6004.51
6062,Nancy Thompson,0jx3phjc@email.com,Australia,2021-05-23,Premium,44316.03
6063,Thomas Martin,h1gc8tjt@example.com,Brazil,2023-01-15,Standard,15478.24
6064,Karen Taylor,mee1r0w2@email.com,China,2024-04-08,Basic,42862.47
6065,Ashley Lee,ap108b1j@yahoo.com,Spain,2021-05-25,Standard,2602.28
6066,Karen Anderson,749f53cq@email.com,Mexico,2021-12-22,Standard,14482.84
6067,Thomas Lopez,ldijvw88@email.com,China,2024-03-15,Standard,44276.6
6068,Sandra Anderson,xlix5blg@yahoo.com,Canada,2024-05-26,Premium,37171.22
6069,Kimberly Perez,lyfwaouj@example.com,South Korea,2021-08-04,Premium,3162.8
6070,Karen Martin,wq3pxr6x@yahoo.com,India,2022-06-22,Standard,2369.77
6071,Kimberly Perez,xa0d8tak@yahoo.com,Norway,2024-07-27,Premium,47013.97
6072,James Martin,sfxz9hhm@company.com,Netherlands,2020-01-26,Premium,28154.62
6073,Donald Garcia,xn40pzur@company.com,South Korea,2022-11-15,Basic,18633.0
6074,Karen Perez,ukft1f1b@example.com,Spain,2023-07-06,Basic,19923.58
6075,Emily Johnson,x7fqgmqq@outlook.com,Sweden,2024-07-25,Basic,25219.45
6076,Barbara Hernandez,o453zktn@company.com,Canada,2022-01-13,Standard,10577.08
6077,Susan Taylor,nhich3i9@email.com,Canada,2022-08-28,Basic,10055.58
6078,Kimberly Anderson,c7oit17j@gmail.com,Canada,2024-03-26,Premium,47574.89
6079,Emily Lee,aht65bbr@company.com,Mexico,2022-05-14,Premium,7788.06
6080,Donald Lopez,fw1g4yr0@company.com,China,2022-01-27,Basic,8144.45
6081,Ashley Collins,ji2gjih8@example.com,USA,2021-04-05,Basic,31725.21
6082,William Jackson,k7r6y9w7@example.com,Sweden,2022-01-19,Standard,10659.83
6083,Sandra Gonzalez,m490vi0a@email.com,South Korea,2022-07-18,Basic,9107.16
6084,William Wilson,gy87qthq@mail.com,USA,2023-01-27,Premium,25489.08
6085,Sandra Williams,byfxl6f6@company.com,Australia,2023-12-21,Premium,16326.23
6086,Margaret Hernandez,ku0man5s@email.com,Netherlands,2021-05-17,Basic,43794.34
6087,David Garcia,nmy8u9x1@example.com,Spain,2024-08-13,Premium,41942.72
6088,Sarah Jones,60g75xmd@email.com,Brazil,2020-10-22,Premium,46472.25
6089,Thomas Williams,un0q6wzc@company.com,Sweden,2021-09-14,Standard,46460.48
6090,Karen Martin,5ze5lajc@company.com,South Korea,2021-01-07,Standard,43705.61
6091,Lisa Thompson,kfsyv2hm@mail.com,Spain,2021-07-19,Premium,32524.9
6092,Nancy Wilson,qs7dkqnh@mail.com,Mexico,2022-01-01,Basic,22805.65
6093,Sandra Smith,o95atdj7@mail.com,Spain,2024-02-22,Premium,24386.12
6094,Barbara Martin,3vun9cqg@example.com,UK,2021-06-13,Basic,27569.22
6095,Mark Lee,m8nojetz@test.com,India,2022-02-27,Basic,35300.15
6096,James Collins,t1l2o45b@outlook.com,Norway,2023-07-30,Premium,17207.24
6097,Paul Anderson,nx1nphdw@company.com,UK,2022-08-12,Premium,42272.76
6098,Ashley Martin,38lv0vqz@yahoo.com,Brazil,2020-10-17,Premium,42852.6
6099,Jessica Hernandez,bs1sbr5j@email.com,Japan,2020-06-24,Premium,40556.93
6100,Betty White,5twv5xya@email.com,Norway,2024-05-19,Premium,4417.59
6101,Barbara Martin,c8kbnkoj@yahoo.com,Brazil,2023-04-16,Basic,45981.16
6102,William Lee,4ribcrcg@email.com,Italy,2021-07-02,Basic,47978.99
6103,Richard Davis,l7pjd16d@email.com,Switzerland,2023-07-29,Standard,4830.12
6104,Mark Edwards,ekmw2c9j@email.com,Sweden,2021-07-29,Standard,27777.78
6105,Jennifer Wilson,3fks2h2t@example.com,Italy,2023-11-22,Premium,32612.98
6106,Charles Martinez,ut3swls4@outlook.com,Spain,2024-03-12,Basic,25580.64
6107,Margaret Anderson,hvvaszxs@company.com,Canada,2021-03-23,Premium,8225.12
6108,John Miller,d2ylxdyq@email.com,Sweden,2021-02-28,Basic,20396.05
6109,Steven White,e5u6u4cl@outlook.com,Japan,2020-03-28,Premium,43271.9
6110,Paul Garcia,rdkdesqo@test.com,Canada,2021-01-05,Basic,46583.75
6111,Charles Rodriguez,0f8ske5n@gmail.com,Brazil,2023-11-05,Premium,2446.26
6112,Emily Hernandez,dpnl1ulj@gmail.com,Netherlands,2024-10-30,Premium,22391.44
6113,Barbara Johnson,tsgqol3w@gmail.com,South Korea,2021-02-09,Basic,39872.95
6114,Christopher Martin,obiaao8x@outlook.com,South Korea,2020-03-25,Premium,25198.13
6115,Andrew Thompson,ai4elavr@test.com,Sweden,2020-10-22,Standard,37367.66
6116,Donna Harris,cukcozuo@company.com,Norway,2023-03-31,Basic,42765.12
6117,Robert Martin,oknjwbay@gmail.com,Switzerland,2021-05-11,Standard,2350.22
6118,Jennifer Hernandez,xhtf29u8@test.com,Sweden,2021-04-07,Basic,1380.75
6119,James Jackson,aebvg0by@example.com,Italy,2024-09-26,Premium,23903.93
6120,James Martin,e624sgr3@mail.com,South Korea,2023-12-01,Standard,3629.34
6121,Christopher Martin,2mmtc0ob@company.com,USA,2021-02-10,Basic,24787.8
6122,Daniel Miller,y4nfy9n1@mail.com,Italy,2024-04-26,Basic,10267.53
6123,Kimberly Martin,eurblu6n@gmail.com,France,2023-02-19,Basic,18750.47
6124,Barbara Jackson,14sb533c@yahoo.com,France,2020-09-18,Standard,47515.73
6125,James Rodriguez,4sju0enu@test.com,France,2023-12-06,Basic,23960.31
6126,Charles Williams,27nqytoh@yahoo.com,Australia,2020-12-09,Premium,29312.66
6127,Donald Lopez,xrg5j5jg@gmail.com,Netherlands,2022-06-30,Standard,13121.62
6128,Jennifer Martinez,v359yv3z@test.com,South Korea,2021-07-30,Standard,32521.85
6129,Matthew Roberts,b4wl8lf8@email.com,France,2021-12-16,Premium,39735.23
6130,Donna Thomas,zpyjjxju@email.com,Italy,2021-11-09,Standard,25900.57
6131,John Williams,d6tld858@gmail.com,France,2023-05-21,Basic,30888.49
6132,Mary Davis,a0zye8n5@mail.com,USA,2024-10-19,Standard,24943.47
6133,Betty Lee,fjrje9bx@email.com,Japan,2022-03-10,Standard,21518.15
6134,Mark Roberts,o7q1azkc@outlook.com,France,2024-02-22,Premium,32565.57
6135,Matthew Perez,tneiuezu@test.com,Norway,2023-08-21,Standard,24062.02
6136,Charles Smith,eco77a08@gmail.com,Italy,2021-10-30,Standard,33951.98
6137,Charles Martin,5ww705g7@yahoo.com,UK,2024-07-02,Basic,21332.36
6138,Kimberly Perez,j7qcxj7d@gmail.com,France,2024-07-26,Standard,6803.45
6139,Sarah Hernandez,0ui1so4c@test.com,India,2024-04-08,Premium,9280.22
6140,Karen Taylor,gvf3yymv@outlook.com,Sweden,2021-03-07,Standard,36686.39
6141,Ashley Edwards,mg075mm6@mail.com,Mexico,2024-02-11,Standard,46438.97
6142,Linda Jackson,fx2k3pmm@example.com,Japan,2022-02-17,Premium,47380.68
6143,Andrew Johnson,kv5c1sug@yahoo.com,Germany,2021-11-03,Basic,17742.73
6144,Richard Lopez,bwkeyarz@company.com,Norway,2023-03-02,Premium,25446.39
6145,Charles Edwards,u0vhiinp@gmail.com,Japan,2021-11-25,Premium,37647.48
6146,Thomas Wilson,z0uht1b5@gmail.com,Germany,2021-12-23,Basic,3165.75
6147,Donna Thompson,wp1862mr@company.com,USA,2023-04-20,Basic,41858.09
6148,Sandra Wilson,sv8js1pk@email.com,South Korea,2021-10-02,Basic,38617.49
6149,Betty Garcia,7srdfx9y@gmail.com,UK,2020-07-24,Basic,7000.09
6150,Thomas Thompson,mix0hig1@gmail.com,Mexico,2024-08-28,Basic,8740.14
6151,Steven White,87p04x7i@gmail.com,India,2024-05-31,Premium,36103.57
6152,Linda Thompson,t8tal5ig@test.com,Switzerland,2021-11-18,Premium,3928.69
6153,Emily Rodriguez,30jhnwcp@company.com,China,2024-09-17,Standard,36855.19
6154,Ashley White,j5rr0amq@outlook.com,India,2022-10-13,Standard,46388.07
6155,Paul Miller,nkyez835@yahoo.com,USA,2024-10-11,Standard,32760.24
6156,James Smith,72yfugom@mail.com,Italy,2023-01-16,Premium,5856.5
6157,Emily Jones,b8u1ke6x@example.com,Germany,2020-06-10,Standard,23303.54
6158,Thomas Martin,luew0sq7@test.com,South Korea,2023-09-05,Basic,26351.04
6159,Steven Jackson,oaqcv0nz@test.com,South Korea,2020-09-16,Basic,10632.9
6160,Ashley Reeves,5qr82ib9@email.com,South Korea,2023-04-04,Standard,5459.01
6161,Susan Johnson,imulqd7g@mail.com,Australia,2020-08-22,Standard,1043.33
6162,Betty Smith,nal13hso@company.com,USA,2020-02-08,Basic,5507.98
6163,Donna Brown,ff1f7wya@mail.com,Brazil,2022-02-27,Standard,8441.84
6164,Daniel Thompson,8tvfio1k@outlook.com,Germany,2022-06-14,Premium,20047.33
6165,Sarah Davis,oons4kl9@company.com,USA,2023-08-02,Standard,43061.5
6166,Michael Davis,fqmn4viz@mail.com,Brazil,2023-05-22,Premium,27391.21
6167,William Martin,lw0dll3i@mail.com,Spain,2020-06-29,Basic,11937.61
6168,Margaret Gonzalez,myi4ofaw@example.com,UK,2024-08-19,Premium,43773.68
6169,David Garcia,nm12bbck@mail.com,China,2022-09-18,Basic,47591.64
6170,Sandra Rodriguez,5qs6y9h2@email.com,UK,2023-02-16,Basic,25216.3
6171,Michael Taylor,48omv9fj@gmail.com,Japan,2024-02-05,Premium,4960.52
6172,Barbara Rodriguez,2bwkwdkv@outlook.com,Mexico,2021-06-24,Premium,42974.05
6173,William Smith,zv22kffj@gmail.com,South Korea,2021-05-29,Premium,639.66
